Base Pay,Job Role,Skills,Base Pay Range,sex,age,Mother_education,Father_education,Mother_job,Father_job,studytime,backlogs,tuition,pursue_higher_studies,Internet_usage,absences,SSC,HSC,Grad
96000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,31,0,2,Public,Health,2,0,Yes,Yes,Yes,6,12,13,13
78000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,29,1,2,At Home,Health,1,1,Yes,Yes,Yes,8,13,16,17
68000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,24,2,1,Public,Health,1,0,Yes,Yes,Yes,3,10,11,12
85000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,24,0,3,At Home,Health,1,1,No,Yes,Yes,6,12,15,18
40000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,21,2,2,Public,Public,4,1,Yes,Yes,No,3,14,15,18
62000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,28,2,1,Teacher,Public,1,0,Yes,Yes,Yes,6,13,14,15
75000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,28,1,2,At Home,Health,1,1,Yes,Yes,Yes,8,13,16,17
35000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,21,1,3,Other,Teacher,1,0,Yes,Yes,Yes,10,13,16,18
69000,Technician,"Technical Skills, Problem-Solving, Attention to Detail, Manual Dexterity, Communication",10000-20000,Female,23,0,3,Other,Health,1,1,No,Yes,Yes,6,11,12,16
75000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,27,1,2,Public,Health,2,0,Yes,Yes,Yes,6,12,12,13
48000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,25,0,2,Public,Public,1,0,Yes,Yes,Yes,8,13,15,16
32000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,24,2,1,Health,Public,2,0,Yes,Yes,Yes,2,9,10,12
70000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,23,2,1,Public,Teacher,1,0,Yes,Yes,Yes,3,10,11,12
60000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,1,2,Public,Health,1,1,Yes,Yes,Yes,5,14,15,16
73000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,28,3,0,Health,Health,3,0,No,Yes,Yes,12,18,11,16
55000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,27,1,3,Teacher,Health,3,0,Yes,Yes,Yes,8,19,14,16
49000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,29,3,1,Teacher,Public,2,0,No,Yes,Yes,4,15,12,13
26000,Clerk,"Organizational Skills, Attention to Detail, Computer Skills, Communication, Time Management",10000-15000,Female,22,0,2,Public,Public,1,0,Yes,Yes,No,5,10,10,12
72000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,27,3,0,Health,Health,3,1,No,Yes,Yes,10,18,14,15
80000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,27,2,1,Public,Health,3,0,Yes,Yes,Yes,7,16,14,15
25000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,2,1,Public,Public,4,0,Yes,No,Yes,4,9,10,11
44000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,30,0,3,At Home,Public,4,1,Yes,No,No,1,14,13,14
75000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,28,1,2,At Home,Health,1,1,Yes,Yes,Yes,8,13,16,17
45000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,26,3,0,Teacher,Teacher,3,1,No,Yes,No,13,15,16,17
45000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,29,3,0,Teacher,Teacher,2,1,Yes,Yes,Yes,7,14,15,16
70000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Male,25,2,1,Health,Public,2,0,Yes,Yes,Yes,4,10,11,12
95000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,29,1,2,Teacher,Teacher,3,0,Yes,Yes,Yes,8,13,14,15
62000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Male,25,0,2,Health,Health,3,0,Yes,Yes,Yes,5,16,16,17
64000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,24,1,2,Public,Health,1,1,Yes,Yes,Yes,5,14,15,16
70000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,0,2,Teacher,Teacher,3,0,Yes,Yes,Yes,8,13,16,17
42000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,27,0,1,Public,Public,1,0,Yes,Yes,Yes,10,13,14,15
66000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,28,3,0,Public,Health,2,1,Yes,Yes,Yes,2,15,13,13
62000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,0,2,Health,Health,1,1,Yes,Yes,Yes,5,14,15,16
55000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,23,2,1,Public,Public,3,0,Yes,Yes,Yes,7,12,13,14
80000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,25,0,3,At Home,Health,1,1,No,Yes,Yes,6,12,15,18
60000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,24,1,2,Public,Health,2,1,Yes,Yes,Yes,8,15,14,15
55000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,23,2,2,Public,Teacher,3,1,Yes,Yes,Yes,10,11,12,14
48000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,25,0,2,Other,Teacher,1,1,Yes,Yes,Yes,9,13,15,16
53000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,26,3,0,Teacher,Teacher,3,1,No,Yes,No,13,14,15,16
87000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,29,2,1,Health,Public,2,0,Yes,Yes,Yes,4,10,11,12
55000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,26,1,2,Teacher,Teacher,2,1,Yes,Yes,Yes,10,14,15,16
76000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,24,3,0,Public,Health,2,0,No,Yes,Yes,3,14,12,14
38000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,21,2,2,Public,Teacher,3,1,Yes,Yes,No,7,11,12,14
45000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,24,3,0,Health,Health,2,1,No,Yes,Yes,3,14,12,16
52000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,25,0,2,Other,Public,1,1,Yes,Yes,Yes,15,14,15,16
28000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,26,2,1,Public,Public,4,0,Yes,No,Yes,4,9,10,11
75000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,28,1,2,At Home,Health,1,1,Yes,Yes,Yes,9,13,16,17
35000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,26,1,2,Teacher,Public,3,0,No,Yes,Yes,11,14,14,13
58000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,29,3,1,Teacher,Public,2,0,No,Yes,Yes,4,15,13,14
86000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,29,2,1,Public,Health,2,0,Yes,Yes,Yes,4,11,12,13
73000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Male,27,2,1,Public,Public,2,0,Yes,Yes,Yes,6,12,13,14
70000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,26,0,2,Public,Teacher,1,1,Yes,Yes,Yes,5,13,15,16
35000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,22,1,3,Other,Teacher,1,1,Yes,Yes,No,2,13,11,14
75000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,25,2,1,Teacher,Teacher,2,0,Yes,Yes,No,7,12,13,13
48000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,30,2,1,Public,Public,3,0,No,Yes,Yes,6,15,14,15
65000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,24,1,2,Health,Public,1,1,Yes,Yes,Yes,5,14,15,16
58000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,28,3,0,Health,Health,3,0,No,Yes,Yes,10,18,14,15
44000,Clerk,"Organizational Skills, Attention to Detail, Computer Skills, Communication, Time Management",10000-15000,Female,23,0,1,Public,Public,1,0,Yes,Yes,No,5,10,10,12
62000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Male,25,2,1,Public,Public,3,0,Yes,Yes,Yes,6,16,14,15
90000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,29,1,2,Teacher,Teacher,3,0,Yes,Yes,Yes,8,13,14,15
55000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,25,3,0,Teacher,Teacher,3,1,No,Yes,No,13,14,15,16
85000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,27,2,1,Public,Health,2,0,Yes,Yes,Yes,4,11,12,13
58000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,26,0,2,Public,Public,2,1,Yes,Yes,Yes,8,14,14,13
47000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,29,0,1,Public,Public,1,1,Yes,Yes,Yes,8,13,14,15
37000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,22,1,3,Other,Teacher,1,1,No,Yes,No,2,13,11,14
72000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,26,1,2,At Home,Health,1,1,Yes,Yes,Yes,9,13,16,17
90000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,25,1,2,Public,Health,2,0,Yes,Yes,Yes,6,11,12,14
62000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,25,1,2,Public,Health,2,1,Yes,Yes,Yes,5,14,14,15
45000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Male,25,0,2,Other,Public,1,1,Yes,Yes,Yes,5,14,15,16
59000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,24,1,2,Public,Health,1,1,Yes,Yes,Yes,5,14,15,16
71000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,31,0,2,Health,Health,2,2,Yes,Yes,Yes,4,18,13,14
55000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,28,2,1,Public,Public,2,0,Yes,Yes,Yes,6,11,12,13
85000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,29,1,2,At Home,Health,1,1,Yes,Yes,Yes,8,13,16,17
43000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,29,0,1,Public,Public,1,0,Yes,Yes,Yes,10,13,14,15
73000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,24,1,2,At Home,Health,1,1,Yes,Yes,Yes,7,13,16,17
68000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,23,2,1,Public,Health,3,0,Yes,Yes,Yes,6,11,10,12
32000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,0,1,Public,Public,3,0,Yes,Yes,Yes,2,10,11,12
38000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,25,3,0,Teacher,Teacher,3,1,No,Yes,No,12,15,16,17
42000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,27,0,2,Public,Public,1,0,Yes,Yes,Yes,10,13,14,13
95000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,24,1,2,Teacher,Teacher,3,0,Yes,Yes,Yes,8,13,14,15
72000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Male,27,2,1,Public,Public,2,0,Yes,Yes,Yes,6,12,13,14
23000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,0,1,Public,Public,3,0,Yes,Yes,Yes,2,10,11,12
86000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,28,1,2,At Home,Health,2,1,Yes,Yes,Yes,3,17,13,14
75000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,27,3,0,Public,Health,2,1,No,Yes,Yes,3,14,13,14
38000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,20,1,3,Other,Teacher,1,0,Yes,Yes,No,0,13,11,14
56000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,25,1,2,Public,Health,1,1,Yes,Yes,Yes,8,13,15,16
42000,Technician,"Technical Skills, Problem-Solving, Attention to Detail, Manual Dexterity, Communication",10000-20000,Female,22,2,1,Public,Public,3,0,Yes,Yes,Yes,8,15,13,14
60000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,25,1,2,Public,Health,2,1,Yes,Yes,Yes,8,13,15,16
62000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,3,0,Public,Teacher,2,1,No,Yes,Yes,5,14,12,16
68000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,25,1,2,Health,Public,1,1,Yes,Yes,Yes,5,14,15,16
43000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Male,28,2,1,Public,Public,3,0,Yes,Yes,Yes,9,16,14,15
58000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,23,2,1,Public,Public,3,0,Yes,Yes,Yes,7,15,14,15
69000,Technician,"Technical Skills, Problem-Solving, Attention to Detail, Manual Dexterity, Communication",10000-20000,Male,25,3,0,Public,Public,2,0,No,Yes,Yes,4,13,12,13
88000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,29,2,1,Public,Health,2,0,Yes,Yes,Yes,4,11,12,13
36000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,22,1,3,Other,Teacher,1,1,Yes,Yes,No,2,13,11,14
75000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,28,3,0,Teacher,Other,2,1,Yes,Yes,Yes,7,13,16,17
51000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Male,25,0,2,Public,Teacher,1,1,Yes,Yes,Yes,11,14,15,16
92000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,25,0,3,At Home,Health,1,1,No,Yes,Yes,6,12,15,18
57000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,26,3,0,Teacher,Teacher,3,1,No,Yes,No,13,14,15,16
80000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,24,1,2,At Home,Health,1,1,Yes,Yes,Yes,9,13,16,17
72000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Male,26,2,1,Public,Public,2,0,Yes,Yes,Yes,6,12,13,14
65000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,28,3,0,Teacher,Other,2,1,Yes,Yes,Yes,8,13,16,17
38000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Male,24,1,3,Public,Public,2,0,No,Yes,Yes,1,15,15,17
37000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,23,3,0,Teacher,Public,4,0,No,Yes,Yes,11,15,11,12
72000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,28,1,2,At Home,Health,1,1,Yes,Yes,Yes,4,14,16,17
49000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,29,0,1,Public,Public,1,0,Yes,Yes,Yes,10,13,14,15
35000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,3,0,Teacher,Public,4,0,No,Yes,Yes,11,15,11,12
87000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,29,2,1,Public,Health,2,0,Yes,Yes,Yes,4,11,13,13
